id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3408,USDC,USDC,usd-coin,23480,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,39961228250.38123,39961228250.38123,False,,8,,,,2024-12-02T04:12:00.000Z,1.0000719590683038,7617837837.511873,8.6872,0.01055361,0.00916336,0.0303924,0.00496371,0.01174849,0.01421332,39964103823.13441,1.1636,39964103823.13,,2024-12-02T04:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-02 11:14:03.580095
2010,Cardano,ADA,cardano,1375,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities']",45000000000.0,35085884197.24636,44994868463.33723,False,,9,,,,2024-12-02T04:13:00.000Z,1.1251532658248735,3002327599.5999827,30.0238,-3.38575862,7.10275565,8.30914428,210.86013057,222.50419395,235.78425446,39476997188.88506,1.1487,50631896962.12,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:14:03.580095
5805,Avalanche,AVAX,avalanche,812,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409291759.3913514,447628059.3913514,False,,10,,,,2024-12-02T04:13:00.000Z,46.911422929076004,1169394727.925375,51.7108,0.41122813,6.05816859,12.2231741,88.80670545,83.97158737,108.55740926,19200458826.193302,0.5591,33576790867.95,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:14:03.580095
1958,TRON,TRX,tron,1075,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities']",,86305639776.41606,86305644984.27887,True,,11,,,,2024-12-02T04:13:00.000Z,0.20724825215574733,762144926.187589,33.9675,-1.89916812,1.70408197,-0.80456538,23.89531316,34.05080136,34.69678274,17886692994.84577,0.5193,17886694074.17,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:14:03.580095
5994,Shiba Inu,SHIB,shiba-inu,912,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589258086836279.1,589510873214196.4,False,,12,,,,2024-12-02T04:13:00.000Z,2.991871090370612e-05,7049043446.290713,119.1051,-3.67290717,1.68047081,16.87384058,68.48772994,79.9571257,118.45310667,17629842347.72559,0.513,17637405390.29,,2024-12-02T04:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-02 11:14:03.580095
11419,Toncoin,TON,toncoin,625,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2547453988.0093837,5116485539.663999,True,,13,3414166606.0,22460136983.179104,,2024-12-02T04:13:00.000Z,6.578512291611086,382890677.6365805,-16.789,-3.46327856,-1.86648773,7.60687597,33.2518301,23.78809603,25.4626348,16758457372.43341,0.4876,33658863012.53,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:14:03.580095
512,Stellar,XLM,stellar,639,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30075043991.76741,50001786911.162926,False,,14,,,,2024-12-02T04:12:00.000Z,0.5409619162665674,3564613377.7696915,37.5086,-2.42313278,7.6613222,2.79942336,481.29780168,493.93003818,480.67295469,16269453429.587814,0.4724,27049073229.81,,2024-12-02T04:12:00.000Z,,,,,,2024-12-02 11:14:03.580095
6636,Polkadot,DOT,polkadot-new,843,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1524550773.3458881,1524550773.3458881,True,,15,1524550774.536358,13737731388.388748,,2024-12-02T04:13:00.000Z,9.011002859230206,888217240.207915,-3.5581,-4.19190127,2.44438835,2.10070203,129.81243895,116.72999181,111.93680701,13737731377.66142,0.4,13737731377.66,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:14:03.580095
1,Bitcoin,BTC,bitcoin,11813,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19790187.0,19790187.0,False,,1,,,,2024-12-02T04:12:00.000Z,96291.10635003448,39498543268.492516,21.0369,-1.24154412,-0.0442789,-1.8015857,38.51647992,56.90124546,62.88498495,1905619001104.0698,55.486,2022113233350.72,,2024-12-02T04:12:00.000Z,,,,,,2024-12-02 11:15:09.814769
1027,Ethereum,ETH,ethereum,9617,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120442285.78545202,120442285.78545202,True,,2,,,,2024-12-02T04:13:00.000Z,3669.100523621851,28797303516.774403,-7.4762,-2.12359163,-0.90872865,8.3592828,46.40097387,53.12168379,45.85948316,441914853841.6147,12.8583,441914853841.61,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
52,XRP,XRP,xrp,1450,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,57051491087.0,99986947886.0,False,,3,,,,2024-12-02T04:13:00.000Z,2.3933729970404376,26221877713.431305,74.1564,-1.07409713,26.52761681,68.91202625,364.84767102,344.57372249,322.5121361,136545498208.519,3.9758,239337299704.04,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
825,Tether USDt,USDT,tether,106034,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,134122209730.45778,137194367901.14809,True,,4,,,,2024-12-02T04:12:00.000Z,1.0006400791787557,143930628663.8189,15.5111,-0.00805341,0.02543207,-0.01061417,0.09322857,0.07853833,0.0614714,134208058564.31496,3.8965,137282183159.48,,2024-12-02T04:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-02 11:15:09.814769
5426,Solana,SOL,solana,798,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,475153853.2805261,589281018.6358033,True,,5,,,,2024-12-02T04:13:00.000Z,228.07856872591552,4297623080.13497,14.1528,-2.59577063,-3.21557866,-10.02409908,36.62885297,60.05749064,68.55863288,108372410780.82605,3.1555,134402371307.8,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
1839,BNB,BNB,bnb,2292,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144009656.25,144009656.25,False,,6,,,,2024-12-02T04:13:00.000Z,648.5926702446967,2134085872.4397504,-6.5914,-2.09266526,-0.49283433,-1.8838057,12.72595885,18.02485705,21.37278985,93403607488.20837,2.7177,93403607488.21,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
74,Dogecoin,DOGE,dogecoin,1113,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147028386383.70523,147028386383.70523,True,,7,,,,2024-12-02T04:13:00.000Z,0.437186440366712,9643236103.930553,47.7741,-4.33177109,1.8738785,2.66864215,170.84348167,312.69925229,339.24047997,64278816875.953636,1.8703,64278816875.95,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
3408,USDC,USDC,usd-coin,23480,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,39961228250.38123,39961228250.38123,False,,8,,,,2024-12-02T04:12:00.000Z,1.0000719590683038,7617837837.511873,8.6872,0.01055361,0.00916336,0.0303924,0.00496371,0.01174849,0.01421332,39964103823.13441,1.1636,39964103823.13,,2024-12-02T04:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-02 11:15:09.814769
2010,Cardano,ADA,cardano,1375,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities']",45000000000.0,35085884197.24636,44994868463.33723,False,,9,,,,2024-12-02T04:13:00.000Z,1.1251532658248735,3002327599.5999827,30.0238,-3.38575862,7.10275565,8.30914428,210.86013057,222.50419395,235.78425446,39476997188.88506,1.1487,50631896962.12,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
5805,Avalanche,AVAX,avalanche,812,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409291759.3913514,447628059.3913514,False,,10,,,,2024-12-02T04:13:00.000Z,46.911422929076004,1169394727.925375,51.7108,0.41122813,6.05816859,12.2231741,88.80670545,83.97158737,108.55740926,19200458826.193302,0.5591,33576790867.95,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
1958,TRON,TRX,tron,1075,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities']",,86305639776.41606,86305644984.27887,True,,11,,,,2024-12-02T04:13:00.000Z,0.20724825215574733,762144926.187589,33.9675,-1.89916812,1.70408197,-0.80456538,23.89531316,34.05080136,34.69678274,17886692994.84577,0.5193,17886694074.17,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
5994,Shiba Inu,SHIB,shiba-inu,912,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589258086836279.1,589510873214196.4,False,,12,,,,2024-12-02T04:13:00.000Z,2.991871090370612e-05,7049043446.290713,119.1051,-3.67290717,1.68047081,16.87384058,68.48772994,79.9571257,118.45310667,17629842347.72559,0.513,17637405390.29,,2024-12-02T04:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-02 11:15:09.814769
11419,Toncoin,TON,toncoin,625,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2547453988.0093837,5116485539.663999,True,,13,3414166606.0,22460136983.179104,,2024-12-02T04:13:00.000Z,6.578512291611086,382890677.6365805,-16.789,-3.46327856,-1.86648773,7.60687597,33.2518301,23.78809603,25.4626348,16758457372.43341,0.4876,33658863012.53,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
512,Stellar,XLM,stellar,639,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30075043991.76741,50001786911.162926,False,,14,,,,2024-12-02T04:12:00.000Z,0.5409619162665674,3564613377.7696915,37.5086,-2.42313278,7.6613222,2.79942336,481.29780168,493.93003818,480.67295469,16269453429.587814,0.4724,27049073229.81,,2024-12-02T04:12:00.000Z,,,,,,2024-12-02 11:15:09.814769
6636,Polkadot,DOT,polkadot-new,843,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1524550773.3458881,1524550773.3458881,True,,15,1524550774.536358,13737731388.388748,,2024-12-02T04:13:00.000Z,9.011002859230206,888217240.207915,-3.5581,-4.19190127,2.44438835,2.10070203,129.81243895,116.72999181,111.93680701,13737731377.66142,0.4,13737731377.66,,2024-12-02T04:13:00.000Z,,,,,,2024-12-02 11:15:09.814769
1,Bitcoin,BTC,bitcoin,11813,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19790187.0,19790187.0,False,,1,,,,2024-12-02T05:07:00.000Z,96902.2676378397,41476361209.94781,27.144,0.52798675,0.43532518,-1.12606084,39.52099794,58.21820284,63.91113564,1917713997276.896,55.5325,2034947620394.63,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
1027,Ethereum,ETH,ethereum,9617,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120442285.78545202,120442285.78545202,True,,2,,,,2024-12-02T05:07:00.000Z,3698.3800158911267,29958190262.6861,-2.5734,0.47001328,0.0669074,9.34328716,47.93293796,54.49749684,46.83574678,445441342817.1637,12.8953,445441342817.16,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
52,XRP,XRP,xrp,1450,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,57051491087.0,99986947886.0,False,,3,,,,2024-12-02T05:07:00.000Z,2.4365518044656858,27293769536.690147,86.4311,1.44877261,29.58245344,67.40462726,375.45111071,353.38554565,330.7301293,139008913555.48782,4.0247,243655180446.57,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
825,Tether USDt,USDT,tether,106045,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,134122209730.45778,137194367901.14809,True,,4,,,,2024-12-02T05:07:00.000Z,1.0007356386326678,149764898095.9827,20.6598,0.01065685,0.04194504,-0.02945398,0.09574864,0.08663085,0.08488146,134220875209.43428,3.8867,137295293378.36,,2024-12-02T05:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-02 12:08:43.413515
5426,Solana,SOL,solana,798,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,475153607.4770899,589280772.8110917,True,,5,,,,2024-12-02T05:07:00.000Z,229.46412076613822,4602822510.545038,21.9022,0.05452158,-2.90342181,-9.45139554,38.34458767,61.5770536,70.33366474,109030704768.58919,3.1567,135218794417.49,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
1839,BNB,BNB,bnb,2292,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144009654.02,144009654.02,False,,6,,,,2024-12-02T05:07:00.000Z,653.1804506387269,2201466415.99835,-3.4642,0.10790544,0.28241334,-1.50216042,13.79964991,18.84573741,22.73289541,94064290709.11076,2.7231,94064290709.11,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
74,Dogecoin,DOGE,dogecoin,1113,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147028636383.7053,147028636383.7053,True,,7,,,,2024-12-02T05:07:00.000Z,0.4393443917135961,9989931542.227907,51.2289,-0.34332534,2.12980073,3.66615923,174.81746385,315.91647948,343.27416786,64596206816.47851,1.87,64596206816.48,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
2010,Cardano,ADA,cardano,1375,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities']",45000000000.0,35085884197.24636,44994868463.33723,False,,8,,,,2024-12-02T05:08:00.000Z,1.141797464595195,3132516802.9906845,36.3203,0.1878521,8.36865226,8.84090569,219.60413262,228.55722225,242.16117402,40060973619.49651,1.1597,51380885906.78,,2024-12-02T05:08:00.000Z,,,,,,2024-12-02 12:08:43.413515
3408,USDC,USDC,usd-coin,23482,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,39964263408.94908,39964263408.94908,False,,9,,,,2024-12-02T05:07:00.000Z,1.0001360267690012,7969620955.806307,13.4885,0.01650963,0.02174901,0.01443465,-0.00071962,0.02091045,0.02708595,39969699618.57611,1.1572,39969699618.58,,2024-12-02T05:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-02 12:08:43.413515
5805,Avalanche,AVAX,avalanche,812,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409291711.53899676,447628011.53899676,False,,10,,,,2024-12-02T05:07:00.000Z,48.438181573539005,1341823852.4723065,73.7883,2.17766528,9.25722338,16.37542472,95.35351624,89.89727436,116.45055523,19825346240.070473,0.574,34669566411.95,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
1958,TRON,TRX,tron,1075,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities']",,86305602550.23277,86305609012.61081,True,,11,,,,2024-12-02T05:08:00.000Z,0.2096310866149298,830473878.293619,46.3332,0.39289212,2.63235109,0.35115613,25.25111383,35.40473107,36.60256522,18092337243.561554,0.5239,18092338598.28,,2024-12-02T05:08:00.000Z,,,,,,2024-12-02 12:08:43.413515
5994,Shiba Inu,SHIB,shiba-inu,912,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589258086836279.1,589510873214196.4,False,,12,,,,2024-12-02T05:08:00.000Z,3.018384721403981e-05,6849014536.930073,89.99,0.41408084,-0.92694009,18.13069824,71.09681428,81.87787453,121.03126594,17786076062.70365,0.5149,17793706128.11,,2024-12-02T05:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-02 12:08:43.413515
11419,Toncoin,TON,toncoin,625,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2547455366.673406,5116486918.328019,True,,13,3414166606.0,22573720830.003056,,2024-12-02T05:07:00.000Z,6.61178068765958,404370501.49237126,-12.9811,-0.39597372,-1.80349133,8.10288658,34.76998543,24.97835723,26.31309493,16843216196.045982,0.4876,33829089395.26,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
512,Stellar,XLM,stellar,639,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30075043946.09031,50001786911.162926,False,,14,,,,2024-12-02T05:07:00.000Z,0.5485945900178887,3642163081.214623,42.8206,0.97381942,8.90756393,3.02316978,491.39190017,504.62800668,487.95947296,16499006403.375399,0.4778,27430720708.18,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
6636,Polkadot,DOT,polkadot-new,843,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1524550773.244261,1524550773.244261,True,,15,1524550773.3436377,13871643725.465593,,2024-12-02T05:07:00.000Z,9.098840109498202,935176019.8347611,2.0891,-0.07952613,3.48642536,1.98789215,133.0204271,119.44339541,114.34153843,13871643724.56138,0.4016,13871643724.56,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:08:43.413515
1,Bitcoin,BTC,bitcoin,11813,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19790187.0,19790187.0,False,,1,,,,2024-12-02T05:08:00.000Z,96895.56050574688,41494450657.09281,27.1758,0.6247433,0.42651352,-1.1078921,39.47275432,58.20843253,63.87797518,1917581261878.5454,55.5189,2034806770620.68,,2024-12-02T05:08:00.000Z,,,,,,2024-12-02 12:09:44.820698
